dispatch_id,dispatched_at,transponder_id,ward_code,ward_name,delivered_volume_liters,route_distance_km,otp_code,delivery_status,tds_reading_ppm,ph_reading,synthetic,seed,generator_version,generated_at
20157,2026-08-22T15:00:00Z,T-01,B,Sandhurst Road / Dongri,10000,6.05,7419,Delivered,214.3,7.35,true,42,2.0.0,2026-09-18T12:00:00Z
20158,2026-08-23T14:00:00Z,T-02,R/S,Kandivali West & East,12000,13.33,7419,Delivered,239.5,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20159,2026-08-23T08:00:00Z,T-08,H/W,Bandra West / Khar,10000,7.03,7419,Delivered,191.9,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20160,2026-08-23T08:00:00Z,T-08,P/N,Malad / Marve / Malvani,10000,11.57,7419,Delivered,201.6,7.42,true,42,2.0.0,2026-09-18T12:00:00Z
20161,2026-08-23T18:00:00Z,T-01,B,Sandhurst Road / Dongri,10000,5.64,7419,Delivered,236.8,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20162,2026-08-23T19:00:00Z,T-07,R/C,Borivali / Gorai,10000,15.04,7419,Delivered,175.6,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20163,2026-08-23T14:00:00Z,T-01,G/S,Worli / Lower Parel,10000,5.72,7419,Delivered,177.0,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20164,2026-08-23T19:00:00Z,T-08,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.51,7419,Delivered,238.3,7.17,true,42,2.0.0,2026-09-18T12:00:00Z
20165,2026-08-23T11:00:00Z,T-08,P/S,Goregaon West & East,10000,10.13,7419,Delivered,200.5,7.14,true,42,2.0.0,2026-09-18T12:00:00Z
20166,2026-08-23T09:00:00Z,T-03,H/E,Bandra East / Santacruz East,8000,5.45,7419,Delivered,177.6,7.69,true,42,2.0.0,2026-09-18T12:00:00Z
20167,2026-08-23T08:00:00Z,T-06,E,Byculla / Mazgaon / Nagpada,12000,5.67,7419,Delivered,210.4,7.54,true,42,2.0.0,2026-09-18T12:00:00Z
20168,2026-08-23T09:00:00Z,T-08,P/S,Goregaon West & East,10000,9.34,7419,Delivered,178.3,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20169,2026-08-23T08:00:00Z,T-01,F/N,Matunga / Sion / Wadala,10000,3.82,7419,Delivered,196.4,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20170,2026-08-23T08:00:00Z,T-09,P/N,Malad / Marve / Malvani,8000,11.83,7419,Delivered,202.8,7.19,true,42,2.0.0,2026-09-18T12:00:00Z
20171,2026-08-23T15:00:00Z,T-10,D,Malabar Hill / Walkeshwar,10000,7.29,7419,Delivered,202.2,7.54,true,42,2.0.0,2026-09-18T12:00:00Z
20172,2026-08-23T18:00:00Z,T-10,H/W,Bandra West / Khar,10000,6.37,7419,Delivered,176.4,7.18,true,42,2.0.0,2026-09-18T12:00:00Z
20173,2026-08-24T14:00:00Z,T-08,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,4.33,7419,Delivered,208.2,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20174,2026-08-24T10:00:00Z,T-10,K/E,Andheri East / Marol,10000,3.57,7419,Delivered,199.7,7.39,true,42,2.0.0,2026-09-18T12:00:00Z
20175,2026-08-24T17:00:00Z,T-05,R/C,Borivali / Gorai,8000,16.05,7419,Delivered,218.9,7.44,true,42,2.0.0,2026-09-18T12:00:00Z
20176,2026-08-24T10:00:00Z,T-10,B,Sandhurst Road / Dongri,10000,6.68,7419,Delivered,224.2,7.21,true,42,2.0.0,2026-09-18T12:00:00Z
20177,2026-08-24T09:00:00Z,T-05,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.47,7419,Delivered,208.2,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20178,2026-08-24T13:00:00Z,T-08,P/S,Goregaon West & East,10000,9.66,7419,Delivered,162.3,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20179,2026-08-24T16:00:00Z,T-04,B,Sandhurst Road / Dongri,10000,6.54,7419,Delivered,224.2,7.17,true,42,2.0.0,2026-09-18T12:00:00Z
20180,2026-08-24T12:00:00Z,T-01,F/S,Parel / Sewri / Lalbaug,10000,3.93,7419,Delivered,179.6,7.3,true,42,2.0.0,2026-09-18T12:00:00Z
20181,2026-08-24T10:00:00Z,T-08,M/W,Chembur West / Tilak Nagar,10000,3.85,7419,Delivered,234.5,7.61,true,42,2.0.0,2026-09-18T12:00:00Z
20182,2026-08-24T08:00:00Z,T-03,K/W,Andheri West / Versova,8000,6.11,7419,Delivered,179.6,7.56,true,42,2.0.0,2026-09-18T12:00:00Z
20183,2026-08-24T08:00:00Z,T-10,K/E,Andheri East / Marol,10000,3.63,7419,Delivered,163.8,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20184,2026-08-24T10:00:00Z,T-02,P/S,Goregaon West & East,12000,9.24,7419,Delivered,161.9,7.72,true,42,2.0.0,2026-09-18T12:00:00Z
20185,2026-08-24T09:00:00Z,T-07,H/W,Bandra West / Khar,10000,6.34,7419,Delivered,206.5,7.32,true,42,2.0.0,2026-09-18T12:00:00Z
20186,2026-08-24T16:00:00Z,T-05,L,Kurla / Asalpha / Sakinaka,8000,6.0,7419,Delivered,186.5,7.3,true,42,2.0.0,2026-09-18T12:00:00Z
20187,2026-08-24T13:00:00Z,T-02,F/S,Parel / Sewri / Lalbaug,12000,3.83,7419,Delivered,171.7,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20188,2026-08-24T16:00:00Z,T-05,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.36,7419,Delivered,216.2,7.66,true,42,2.0.0,2026-09-18T12:00:00Z
20189,2026-08-24T12:00:00Z,T-03,S,Bhandup / Kanjurmarg / Powai,8000,1.19,7419,Delivered,205.4,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20190,2026-08-25T11:00:00Z,T-08,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.91,7419,Delivered,164.8,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20191,2026-08-25T19:00:00Z,T-04,K/W,Andheri West / Versova,10000,7.08,7419,Delivered,212.9,7.17,true,42,2.0.0,2026-09-18T12:00:00Z
20192,2026-08-25T17:00:00Z,T-10,P/N,Malad / Marve / Malvani,10000,12.53,7419,Delivered,178.5,7.54,true,42,2.0.0,2026-09-18T12:00:00Z
20193,2026-08-25T14:00:00Z,T-10,G/N,Dharavi / Mahim / Dadar West,10000,3.72,7419,Delivered,222.5,7.25,true,42,2.0.0,2026-09-18T12:00:00Z
20194,2026-08-25T19:00:00Z,T-10,F/N,Matunga / Sion / Wadala,10000,3.77,7419,Delivered,209.5,7.43,true,42,2.0.0,2026-09-18T12:00:00Z
20195,2026-08-25T15:00:00Z,T-07,K/W,Andheri West / Versova,10000,7.15,7419,Delivered,204.8,7.52,true,42,2.0.0,2026-09-18T12:00:00Z
20196,2026-08-25T12:00:00Z,T-06,M/E,Govandi / Mankhurd / Shivaji Nagar,12000,4.57,7419,Delivered,208.5,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20197,2026-08-25T08:00:00Z,T-03,P/S,Goregaon West & East,8000,9.13,7419,Delivered,204.9,7.62,true,42,2.0.0,2026-09-18T12:00:00Z
20198,2026-08-25T16:00:00Z,T-05,R/C,Borivali / Gorai,8000,16.02,7419,Delivered,165.8,7.46,true,42,2.0.0,2026-09-18T12:00:00Z
20199,2026-08-25T11:00:00Z,T-05,B,Sandhurst Road / Dongri,8000,6.43,7419,Delivered,168.6,7.27,true,42,2.0.0,2026-09-18T12:00:00Z
20200,2026-08-25T13:00:00Z,T-09,C,Marine Lines / Chandanwadi,8000,5.69,7419,Delivered,205.4,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20201,2026-08-25T15:00:00Z,T-09,R/S,Kandivali West & East,8000,13.41,7419,Delivered,222.9,7.16,true,42,2.0.0,2026-09-18T12:00:00Z
20202,2026-08-25T17:00:00Z,T-10,L,Kurla / Asalpha / Sakinaka,10000,6.7,7419,Delivered,187.8,7.53,true,42,2.0.0,2026-09-18T12:00:00Z
20203,2026-08-25T11:00:00Z,T-08,P/S,Goregaon West & East,10000,8.71,7419,Delivered,190.0,7.68,true,42,2.0.0,2026-09-18T12:00:00Z
20204,2026-08-25T13:00:00Z,T-09,N,Ghatkopar / Pant Nagar,8000,5.06,7419,Delivered,194.7,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20205,2026-08-25T12:00:00Z,T-07,H/W,Bandra West / Khar,10000,7.79,7419,Delivered,193.7,7.36,true,42,2.0.0,2026-09-18T12:00:00Z
20206,2026-08-26T10:00:00Z,T-07,K/W,Andheri West / Versova,10000,6.51,7419,Delivered,171.7,7.63,true,42,2.0.0,2026-09-18T12:00:00Z
20207,2026-08-26T16:00:00Z,T-02,R/C,Borivali / Gorai,12000,15.61,7419,Delivered,221.1,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20208,2026-08-26T17:00:00Z,T-02,L,Kurla / Asalpha / Sakinaka,12000,6.29,7419,Delivered,210.0,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20209,2026-08-26T10:00:00Z,T-04,L,Kurla / Asalpha / Sakinaka,10000,6.62,7419,Delivered,172.8,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20210,2026-08-26T18:00:00Z,T-08,G/N,Dharavi / Mahim / Dadar West,10000,3.78,7419,Delivered,169.0,7.14,true,42,2.0.0,2026-09-18T12:00:00Z
20211,2026-08-26T12:00:00Z,T-04,G/S,Worli / Lower Parel,10000,4.5,7419,Delivered,211.3,7.17,true,42,2.0.0,2026-09-18T12:00:00Z
20212,2026-08-26T09:00:00Z,T-09,E,Byculla / Mazgaon / Nagpada,8000,5.15,7419,Delivered,209.1,7.36,true,42,2.0.0,2026-09-18T12:00:00Z
20213,2026-08-26T08:00:00Z,T-09,P/N,Malad / Marve / Malvani,8000,11.13,7419,Delivered,213.8,7.43,true,42,2.0.0,2026-09-18T12:00:00Z
20214,2026-08-26T14:00:00Z,T-05,L,Kurla / Asalpha / Sakinaka,8000,7.05,7419,Delivered,207.1,7.47,true,42,2.0.0,2026-09-18T12:00:00Z
20215,2026-08-26T18:00:00Z,T-06,F/S,Parel / Sewri / Lalbaug,12000,4.15,7419,Delivered,192.8,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20216,2026-08-26T18:00:00Z,T-01,A,Colaba / Fort / Nariman Point,10000,7.97,7419,Delivered,173.5,7.8,true,42,2.0.0,2026-09-18T12:00:00Z
20217,2026-08-26T17:00:00Z,T-05,F/S,Parel / Sewri / Lalbaug,8000,4.06,7419,Delivered,171.8,7.6,true,42,2.0.0,2026-09-18T12:00:00Z
20218,2026-08-26T08:00:00Z,T-01,K/E,Andheri East / Marol,10000,3.25,7419,Delivered,232.9,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20219,2026-08-26T17:00:00Z,T-02,M/E,Govandi / Mankhurd / Shivaji Nagar,12000,4.54,7419,Delivered,198.0,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20220,2026-08-26T11:00:00Z,T-10,P/N,Malad / Marve / Malvani,10000,11.09,7419,Delivered,165.6,7.46,true,42,2.0.0,2026-09-18T12:00:00Z
20221,2026-08-26T14:00:00Z,T-02,F/S,Parel / Sewri / Lalbaug,12000,4.29,7419,Delivered,193.0,7.12,true,42,2.0.0,2026-09-18T12:00:00Z
20222,2026-08-26T12:00:00Z,T-02,P/S,Goregaon West & East,12000,9.73,7419,Delivered,187.9,7.57,true,42,2.0.0,2026-09-18T12:00:00Z
20223,2026-08-26T14:00:00Z,T-03,B,Sandhurst Road / Dongri,8000,6.7,7419,Delivered,176.3,7.15,true,42,2.0.0,2026-09-18T12:00:00Z
20224,2026-08-27T10:00:00Z,T-08,E,Byculla / Mazgaon / Nagpada,10000,5.25,7419,Delivered,237.7,7.6,true,42,2.0.0,2026-09-18T12:00:00Z
20225,2026-08-27T12:00:00Z,T-07,G/S,Worli / Lower Parel,10000,6.13,7419,Delivered,223.3,7.49,true,42,2.0.0,2026-09-18T12:00:00Z
20226,2026-08-27T17:00:00Z,T-09,L,Kurla / Asalpha / Sakinaka,8000,7.23,7419,Delivered,240.0,7.57,true,42,2.0.0,2026-09-18T12:00:00Z
20227,2026-08-27T10:00:00Z,T-07,G/N,Dharavi / Mahim / Dadar West,10000,4.73,7419,Delivered,229.7,7.62,true,42,2.0.0,2026-09-18T12:00:00Z
20228,2026-08-27T19:00:00Z,T-03,N,Ghatkopar / Pant Nagar,8000,5.51,7419,Delivered,173.0,7.23,true,42,2.0.0,2026-09-18T12:00:00Z
20229,2026-08-27T14:00:00Z,T-05,H/E,Bandra East / Santacruz East,8000,5.64,7419,Delivered,223.9,7.14,true,42,2.0.0,2026-09-18T12:00:00Z
20230,2026-08-27T16:00:00Z,T-08,G/N,Dharavi / Mahim / Dadar West,10000,4.54,7419,Delivered,176.2,7.61,true,42,2.0.0,2026-09-18T12:00:00Z
20231,2026-08-27T15:00:00Z,T-09,S,Bhandup / Kanjurmarg / Powai,8000,1.15,7419,Delivered,164.6,7.35,true,42,2.0.0,2026-09-18T12:00:00Z
20232,2026-08-27T10:00:00Z,T-06,G/N,Dharavi / Mahim / Dadar West,12000,4.36,7419,Delivered,177.0,7.26,true,42,2.0.0,2026-09-18T12:00:00Z
20233,2026-08-27T12:00:00Z,T-02,K/E,Andheri East / Marol,12000,3.17,7419,Delivered,213.2,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20234,2026-08-27T13:00:00Z,T-05,S,Bhandup / Kanjurmarg / Powai,8000,1.15,7419,Delivered,216.8,7.32,true,42,2.0.0,2026-09-18T12:00:00Z
20235,2026-08-27T18:00:00Z,T-05,M/W,Chembur West / Tilak Nagar,8000,4.38,7419,Delivered,200.7,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20236,2026-08-27T13:00:00Z,T-04,S,Bhandup / Kanjurmarg / Powai,10000,2.22,7419,Delivered,208.4,7.41,true,42,2.0.0,2026-09-18T12:00:00Z
20237,2026-08-27T11:00:00Z,T-05,P/N,Malad / Marve / Malvani,8000,12.26,7419,Delivered,182.4,7.1,true,42,2.0.0,2026-09-18T12:00:00Z
20238,2026-08-27T08:00:00Z,T-04,A,Colaba / Fort / Nariman Point,10000,8.35,7419,Delivered,199.1,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20239,2026-08-27T12:00:00Z,T-01,R/N,Dahisar / Mandapeshwar,10000,18.23,7419,Delivered,198.2,7.64,true,42,2.0.0,2026-09-18T12:00:00Z
20240,2026-08-28T15:00:00Z,T-10,L,Kurla / Asalpha / Sakinaka,10000,7.1,7419,Delivered,192.3,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20241,2026-08-28T11:00:00Z,T-01,P/N,Malad / Marve / Malvani,10000,12.13,7419,Delivered,236.3,7.43,true,42,2.0.0,2026-09-18T12:00:00Z
20242,2026-08-28T17:00:00Z,T-09,A,Colaba / Fort / Nariman Point,8000,8.46,7419,Delivered,213.9,7.44,true,42,2.0.0,2026-09-18T12:00:00Z
20243,2026-08-28T18:00:00Z,T-06,P/S,Goregaon West & East,12000,9.32,7419,Delivered,216.2,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20244,2026-08-28T15:00:00Z,T-03,R/C,Borivali / Gorai,8000,15.16,7419,Delivered,215.5,7.25,true,42,2.0.0,2026-09-18T12:00:00Z
20245,2026-08-28T15:00:00Z,T-04,C,Marine Lines / Chandanwadi,10000,6.28,7419,Delivered,192.1,7.16,true,42,2.0.0,2026-09-18T12:00:00Z
20246,2026-08-28T13:00:00Z,T-10,R/N,Dahisar / Mandapeshwar,10000,18.59,7419,Delivered,239.2,7.19,true,42,2.0.0,2026-09-18T12:00:00Z
20247,2026-08-28T19:00:00Z,T-02,T,Mulund / Nahur,12000,3.82,7419,Delivered,174.4,7.61,true,42,2.0.0,2026-09-18T12:00:00Z
20248,2026-08-28T14:00:00Z,T-05,L,Kurla / Asalpha / Sakinaka,8000,6.47,7419,Delivered,210.8,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20249,2026-08-28T14:00:00Z,T-09,K/W,Andheri West / Versova,8000,6.78,7419,Delivered,197.0,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20250,2026-08-28T09:00:00Z,T-06,H/W,Bandra West / Khar,12000,7.0,7419,Delivered,222.3,7.36,true,42,2.0.0,2026-09-18T12:00:00Z
20251,2026-08-28T19:00:00Z,T-03,G/S,Worli / Lower Parel,8000,4.55,7419,Delivered,210.3,7.46,true,42,2.0.0,2026-09-18T12:00:00Z
20252,2026-08-28T15:00:00Z,T-03,H/W,Bandra West / Khar,8000,6.53,7419,Delivered,186.4,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20253,2026-08-28T19:00:00Z,T-05,M/W,Chembur West / Tilak Nagar,8000,4.24,7419,Delivered,232.6,7.4,true,42,2.0.0,2026-09-18T12:00:00Z
20254,2026-08-28T17:00:00Z,T-03,R/S,Kandivali West & East,8000,14.36,7419,Delivered,181.6,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20255,2026-08-28T10:00:00Z,T-03,F/N,Matunga / Sion / Wadala,8000,3.24,7419,Delivered,177.0,7.72,true,42,2.0.0,2026-09-18T12:00:00Z
20256,2026-08-28T09:00:00Z,T-01,P/N,Malad / Marve / Malvani,10000,11.74,7419,Delivered,177.7,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20257,2026-08-28T13:00:00Z,T-10,L,Kurla / Asalpha / Sakinaka,10000,5.9,7419,Delivered,229.9,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20258,2026-08-28T15:00:00Z,T-09,F/N,Matunga / Sion / Wadala,8000,3.86,7419,Delivered,201.0,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20259,2026-08-29T12:00:00Z,T-03,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.59,7419,Delivered,206.4,7.68,true,42,2.0.0,2026-09-18T12:00:00Z
20260,2026-08-29T13:00:00Z,T-07,K/W,Andheri West / Versova,10000,6.39,7419,Delivered,240.0,7.22,true,42,2.0.0,2026-09-18T12:00:00Z
20261,2026-08-29T17:00:00Z,T-10,P/N,Malad / Marve / Malvani,10000,12.23,7419,Delivered,228.9,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20262,2026-08-29T13:00:00Z,T-06,S,Bhandup / Kanjurmarg / Powai,12000,2.12,7419,Delivered,206.4,7.53,true,42,2.0.0,2026-09-18T12:00:00Z
20263,2026-08-29T10:00:00Z,T-03,K/E,Andheri East / Marol,8000,2.93,7419,Delivered,213.2,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20264,2026-08-29T12:00:00Z,T-06,F/S,Parel / Sewri / Lalbaug,12000,4.03,7419,Delivered,231.7,7.26,true,42,2.0.0,2026-09-18T12:00:00Z
20265,2026-08-29T13:00:00Z,T-01,N,Ghatkopar / Pant Nagar,10000,4.68,7419,Delivered,214.8,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20266,2026-08-29T14:00:00Z,T-04,G/N,Dharavi / Mahim / Dadar West,10000,4.17,7419,Delivered,226.4,7.11,true,42,2.0.0,2026-09-18T12:00:00Z
20267,2026-08-29T13:00:00Z,T-06,N,Ghatkopar / Pant Nagar,12000,5.22,7419,Delivered,166.0,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20268,2026-08-29T17:00:00Z,T-06,N,Ghatkopar / Pant Nagar,12000,5.27,7419,Delivered,189.1,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20269,2026-08-29T08:00:00Z,T-06,G/N,Dharavi / Mahim / Dadar West,12000,4.0,7419,Delivered,197.7,7.55,true,42,2.0.0,2026-09-18T12:00:00Z
20270,2026-08-29T10:00:00Z,T-07,P/N,Malad / Marve / Malvani,10000,12.17,7419,Delivered,183.3,7.61,true,42,2.0.0,2026-09-18T12:00:00Z
20271,2026-08-29T15:00:00Z,T-03,G/N,Dharavi / Mahim / Dadar West,8000,4.31,7419,Delivered,230.4,7.67,true,42,2.0.0,2026-09-18T12:00:00Z
20272,2026-08-29T08:00:00Z,T-02,P/S,Goregaon West & East,12000,10.25,7419,Delivered,207.9,7.3,true,42,2.0.0,2026-09-18T12:00:00Z
20273,2026-08-29T10:00:00Z,T-01,T,Mulund / Nahur,10000,4.21,7419,Delivered,233.0,7.73,true,42,2.0.0,2026-09-18T12:00:00Z
20274,2026-08-30T10:00:00Z,T-04,M/W,Chembur West / Tilak Nagar,10000,3.46,7419,Delivered,165.7,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20275,2026-08-30T14:00:00Z,T-02,L,Kurla / Asalpha / Sakinaka,12000,6.44,7419,Delivered,186.0,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20276,2026-08-30T16:00:00Z,T-05,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.11,7419,Delivered,224.3,7.59,true,42,2.0.0,2026-09-18T12:00:00Z
20277,2026-08-30T08:00:00Z,T-04,F/S,Parel / Sewri / Lalbaug,10000,3.34,7419,Delivered,192.1,7.77,true,42,2.0.0,2026-09-18T12:00:00Z
20278,2026-08-30T17:00:00Z,T-04,P/N,Malad / Marve / Malvani,10000,12.51,7419,Delivered,236.0,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20279,2026-08-30T10:00:00Z,T-02,R/N,Dahisar / Mandapeshwar,12000,17.84,7419,Delivered,199.9,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20280,2026-08-30T15:00:00Z,T-05,L,Kurla / Asalpha / Sakinaka,8000,5.71,7419,Delivered,210.3,7.56,true,42,2.0.0,2026-09-18T12:00:00Z
20281,2026-08-30T14:00:00Z,T-08,K/W,Andheri West / Versova,10000,7.38,7419,Delivered,218.6,7.28,true,42,2.0.0,2026-09-18T12:00:00Z
20282,2026-08-30T08:00:00Z,T-10,D,Malabar Hill / Walkeshwar,10000,7.01,7419,Delivered,200.2,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20283,2026-08-30T08:00:00Z,T-05,M/W,Chembur West / Tilak Nagar,8000,3.71,7419,Delivered,234.2,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20284,2026-08-30T10:00:00Z,T-04,N,Ghatkopar / Pant Nagar,10000,4.71,7419,Delivered,191.0,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20285,2026-08-30T17:00:00Z,T-10,R/S,Kandivali West & East,10000,13.7,7419,Delivered,192.6,7.16,true,42,2.0.0,2026-09-18T12:00:00Z
20286,2026-08-30T13:00:00Z,T-08,C,Marine Lines / Chandanwadi,10000,6.34,7419,Delivered,169.2,7.55,true,42,2.0.0,2026-09-18T12:00:00Z
20287,2026-08-30T15:00:00Z,T-03,S,Bhandup / Kanjurmarg / Powai,8000,1.6,7419,Delivered,170.4,7.11,true,42,2.0.0,2026-09-18T12:00:00Z
20288,2026-08-30T10:00:00Z,T-08,P/N,Malad / Marve / Malvani,10000,12.31,7419,Delivered,187.3,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20289,2026-08-30T16:00:00Z,T-08,P/N,Malad / Marve / Malvani,10000,12.54,7419,Delivered,220.2,7.16,true,42,2.0.0,2026-09-18T12:00:00Z
20290,2026-08-30T15:00:00Z,T-09,K/E,Andheri East / Marol,8000,2.69,7419,Delivered,213.6,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20291,2026-08-30T12:00:00Z,T-10,R/N,Dahisar / Mandapeshwar,10000,17.86,7419,Delivered,234.3,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20292,2026-08-31T18:00:00Z,T-05,S,Bhandup / Kanjurmarg / Powai,8000,1.99,7419,Delivered,233.3,7.49,true,42,2.0.0,2026-09-18T12:00:00Z
20293,2026-08-31T11:00:00Z,T-03,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.68,7419,Delivered,209.8,7.28,true,42,2.0.0,2026-09-18T12:00:00Z
20294,2026-08-31T18:00:00Z,T-05,B,Sandhurst Road / Dongri,8000,6.61,7419,Delivered,208.1,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20295,2026-08-31T18:00:00Z,T-04,G/N,Dharavi / Mahim / Dadar West,10000,4.77,7419,Delivered,203.9,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20296,2026-08-31T17:00:00Z,T-05,R/S,Kandivali West & East,8000,13.56,7419,Delivered,162.2,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20297,2026-08-31T16:00:00Z,T-07,F/S,Parel / Sewri / Lalbaug,10000,3.1,7419,Delivered,176.6,7.57,true,42,2.0.0,2026-09-18T12:00:00Z
20298,2026-08-31T11:00:00Z,T-01,G/N,Dharavi / Mahim / Dadar West,10000,3.24,7419,Delivered,211.0,7.52,true,42,2.0.0,2026-09-18T12:00:00Z
20299,2026-08-31T18:00:00Z,T-03,F/N,Matunga / Sion / Wadala,8000,2.93,7419,Delivered,223.9,7.79,true,42,2.0.0,2026-09-18T12:00:00Z
20300,2026-08-31T12:00:00Z,T-08,F/S,Parel / Sewri / Lalbaug,10000,4.4,7419,Delivered,232.9,7.4,true,42,2.0.0,2026-09-18T12:00:00Z
20301,2026-08-31T09:00:00Z,T-03,G/N,Dharavi / Mahim / Dadar West,8000,4.4,7419,Delivered,229.1,7.42,true,42,2.0.0,2026-09-18T12:00:00Z
20302,2026-08-31T08:00:00Z,T-01,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.32,7419,Delivered,233.5,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20303,2026-08-31T15:00:00Z,T-05,P/S,Goregaon West & East,8000,10.21,7419,Delivered,226.6,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20304,2026-08-31T16:00:00Z,T-10,F/S,Parel / Sewri / Lalbaug,10000,4.68,7419,Delivered,207.2,7.22,true,42,2.0.0,2026-09-18T12:00:00Z
20305,2026-08-31T14:00:00Z,T-08,T,Mulund / Nahur,10000,3.36,7419,Delivered,237.8,7.26,true,42,2.0.0,2026-09-18T12:00:00Z
20306,2026-08-31T18:00:00Z,T-10,S,Bhandup / Kanjurmarg / Powai,10000,0.7,7419,Delivered,203.5,7.54,true,42,2.0.0,2026-09-18T12:00:00Z
20307,2026-08-31T18:00:00Z,T-04,P/S,Goregaon West & East,10000,8.86,7419,Delivered,234.1,7.5,true,42,2.0.0,2026-09-18T12:00:00Z
20308,2026-08-31T11:00:00Z,T-04,B,Sandhurst Road / Dongri,10000,5.31,7419,Delivered,167.8,7.47,true,42,2.0.0,2026-09-18T12:00:00Z
20309,2026-08-31T15:00:00Z,T-03,N,Ghatkopar / Pant Nagar,8000,5.58,7419,Delivered,181.0,7.79,true,42,2.0.0,2026-09-18T12:00:00Z
20310,2026-09-01T08:00:00Z,T-01,G/N,Dharavi / Mahim / Dadar West,10000,3.24,7419,Delivered,195.1,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20311,2026-09-01T10:00:00Z,T-02,E,Byculla / Mazgaon / Nagpada,12000,4.11,7419,Delivered,229.3,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20312,2026-09-01T15:00:00Z,T-08,R/C,Borivali / Gorai,10000,15.0,7419,Delivered,201.2,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20313,2026-09-01T18:00:00Z,T-08,P/N,Malad / Marve / Malvani,10000,12.53,7419,Delivered,188.9,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20314,2026-09-01T09:00:00Z,T-08,K/E,Andheri East / Marol,10000,3.05,7419,Delivered,198.9,7.26,true,42,2.0.0,2026-09-18T12:00:00Z
